,TIPO_MOVIMENTO,TIPMOV,GRUPO,TOP,NRO_UNICO,NUNOTA,SEQUENCIA,NUNOTA_SEQ_ORIG,NUMNOTA_PED_ORIG,NUMNOTA,DIF_DIAS,DT_REL,DTNEG,DT_PREVENT,DTFATUR_PED,DT_ENT_ESTOQUE,CODPROD,REFERENCIA,DESCRPROD,CONTROLE,VLRMOEDA,MOEDA,QTD_NEG,QTD_ENTREGUE,QTD_PENDENTE,VLRUNITDOLAR,VLRTOT_NEG,VLRTOT_DOLAR,VLRTOT_ENTREGUE,VLRTOT_PENDENTE,REPRESENTADA,FAMILIA_PRODUTO,GRUPO_PRODUTO,FGCOLOR,DTVENC_FINAL,OBSERVACAO
5115,O-Pedido de Compra,O-Pedido de Compra,NACIONAIS,100 - PO - REVENDA NACIONAL C/MOEDA,153728.0,153728,2,,8354,8354,73171,2024-11-22,,2024-11-22,2224-12-27,2024-11-22,3214,001.0169,"HYDRAMOL PGPL - 199,60KG", ,5.5263,USD,199.6,0.0,199.6,27.04,5397.184,5397.184,0.0,5397.184,LUBRIZOL,Ésteres,HYDRAMOL PGPL,,2225-02-25,8354-24 LUBRIZOL
5116,O-Pedido de Compra,O-Pedido de Compra,NACIONAIS,100 - PO - REVENDA NACIONAL C/MOEDA,153728.0,153728,3,,8354,8354,73171,2025-01-24,,2025-01-24,2224-12-27,2025-01-24,4711,001.0248,CARBOPOL SILK 100 - 20KG, ,5.5263,USD,100.0,0.0,100.0,16.14,1614.0,1614.0,0.0,1614.0,LUBRIZOL,Polímeros em Pó,CARBOPOL SILK 100,,2225-02-25,8354-24 LUBRIZOL
5117,O-Pedido de Compra,O-Pedido de Compra,NACIONAIS,100 - PO - REVENDA NACIONAL C/MOEDA,153728.0,153728,4,,8354,8354,73171,2024-12-06,,2024-12-06,2224-12-27,2024-12-06,11277,001.0430,"GLUCQUAT 125 – 15,90KG - UN3082/CLASS9/PGIII", ,5.5263,USD,31.8,0.0,31.8,29.64,942.552,942.552,0.0,942.552,LUBRIZOL,Metil Glucosídeos,GLUCQUAT 125,,2225-02-25,8354-24 LUBRIZOL
5118,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153625.0,153738,1,153625 / 1,8348,212347,0,2024-08-22,2024-08-22 00:00:00,2024-08-22,2024-08-22,,11520,150.0029,CHT-BEAUSIL WAX 040 - 4 KGS,14821009/3,5.4707,USD,4.0,4.0,0.0,32.97,131.88,131.88,131.88,0.0,CHT BRASIL QUIMICA,Silicone,CHT-BEAUSIL™ WAX 040,#4169E1,2024-10-21,8348/24 CHT - DANFE 212347 ROMANEIO DE RECEBIMENTO Nr. 738703
5119,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153643.0,153742,1,153643 / 2,8348,212350,0,2024-08-22,2024-08-22 00:00:00,2024-08-22,2024-08-22,,11150,150.0015,CHT-BEAUSIL TM GUM 8501 13KG  UN 1993 CLASS3 PG III,1713508,5.4707,USD,52.0,52.0,0.0,34.5,1794.0,1794.0,1794.0,0.0,CHT BRASIL QUIMICA,Emulsionante,CHT-BEAUSIL™ GUM 8501,#4169E1,2024-10-21,8348/24 CHT - DANFE: 212350ROMANEIO DE RECEBIMENTO Nr. 738551
5120,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153643.0,153742,2,153643 / 1,8348,212350,0,2024-08-22,2024-08-22 00:00:00,2024-08-22,2024-08-22,,11137,150.0002,"CHT-BEAUSIL TM  AMO 8950 EM 18,15 KG",3422017/3,5.4707,USD,54.45,54.45,0.0,10.93,595.1385,595.1385,595.1385,0.0,CHT BRASIL QUIMICA,Silicone,CHT-BEAUSIL™ AMO 8950 EM,#4169E1,2024-10-21,8348/24 CHT - DANFE: 212350ROMANEIO DE RECEBIMENTO Nr. 738551
5121,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153681.0,153744,1,153681 / 1,8348,212351,0,2024-08-22,2024-08-22 00:00:00,2024-08-22,2024-08-22,,11529,150.0033,CHT-BEAUSILTN QUAT 255 L - 18KG,333347,5.4707,USD,18.0,18.0,0.0,36.62,659.16,659.16,659.16,0.0,CHT BRASIL QUIMICA,Silicone,CHT-BEAUSIL™ QUAT 255 L,#4169E1,2024-10-21,8348/24 CHT - DANFE 212351 ROMANEIO DE RECEBIMENTO Nr. 738702
5122,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153832.0,153861,1,153832 / 1,8352,212456,0,2024-08-23,2024-08-23 00:00:00,2024-08-23,2024-08-23,,11156,150.0021,CHT-BEAUSILTM  WAX 040 - 16KG,1720470/1,5.5524,USD,32.0,32.0,0.0,38.83,1242.56,1242.56,1242.56,0.0,CHT BRASIL QUIMICA,Silicone,CHT-BEAUSIL™ WAX 040,#4169E1,2024-10-22,8352/24 CHT - DANFE 212456 ROMANEIO DE RECEBIMENTO Nr. 738686
5123,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),136335.0,153870,1,136335 / 2,8291,31600,0,2024-06-18,2024-08-26 16:40:25,2024-08-26,2024-06-18,2024-08-27,10319,032.0011,MONOISOPROPANOLAMINA  (H) - (MIPA 99%) - 195KG - UN2735/CLASSE 8/PG III (RE),240527-2,5.4237,USD,15600.0,15600.0,0.0,3.45,53820.0,53820.0,53820.0,0.0,HONGBAOLI,Neutralizante,MONOISOPROPANOLAMINA /MIPA 99%,#4169E1,2024-08-27,"8291/24 HONGBAOLI ; OC: SOHHBC2405252 ; INVOICE: 00512367  ; B/L: EGLV145499978291 ; M/V: XINYUANHE18 / 24625S >>> KOTA PAHLAWAN 037W ; DI: 24/1783986-4 ; PROTOCOLO: 3274578705 ; DANFE: DI  24/1783986-4  TX SISCOMEX 154,23
II 0.0 IPI 0.0 PIS 12.302,55 COFINS 56.533,17ICMS ANTECIPADO 6.821,10
PESO LIQUIDO : 31.200,00KG  CNTR EGHU370527-6 E EMCU612162-4"
5124,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),136335.0,153870,2,136335 / 1,8291,31600,0,2024-06-18,2024-08-26 16:40:25,2024-08-26,2024-06-18,2024-08-27,10319,032.0011,MONOISOPROPANOLAMINA  (H) - (MIPA 99%) - 195KG - UN2735/CLASSE 8/PG III (RE),240527-2,5.4237,USD,15600.0,15600.0,0.0,3.45,53820.0,53820.0,53820.0,0.0,HONGBAOLI,Neutralizante,MONOISOPROPANOLAMINA /MIPA 99%,#4169E1,2024-08-27,"8291/24 HONGBAOLI ; OC: SOHHBC2405252 ; INVOICE: 00512367  ; B/L: EGLV145499978291 ; M/V: XINYUANHE18 / 24625S >>> KOTA PAHLAWAN 037W ; DI: 24/1783986-4 ; PROTOCOLO: 3274578705 ; DANFE: DI  24/1783986-4  TX SISCOMEX 154,23
II 0.0 IPI 0.0 PIS 12.302,55 COFINS 56.533,17ICMS ANTECIPADO 6.821,10
PESO LIQUIDO : 31.200,00KG  CNTR EGHU370527-6 E EMCU612162-4"
5125,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154049.0,154066,1,154049 / 1,8336,42778,0,2024-08-23,2024-08-23 00:00:00,2024-08-23,2024-08-23,,6854,101.0006,TEGO BETAIN CK KB 5 - 220KG,A124113997,5.5524,USD,880.0,880.0,0.0,1.53,1346.4,1346.4,1346.4,0.0,EVONIK,Tensoativo anfotérico,TEGO BETAIN CK KB 5,#4169E1,2024-09-22,8336/24 EVONIK ; DANFE 42778 ROMANEIO DE RECEBIMENTO Nr. 738917
5126,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154047.0,154067,1,154047 / 1,8321,42779,0,2024-08-23,2024-08-23 00:00:00,2024-08-23,2024-08-23,,6827,101.0004,REWOQUAT WE 18 E BR - 190KG - UM 1170/CLASSE 3/PG III,A124815235,5.5524,USD,4560.0,4560.0,0.0,2.53,11536.8,11536.8,11536.8,0.0,EVONIK,Tensoativo catiônico,REWOQUAT WE 18 E BR,#4169E1,2024-09-22,8321/24 EVONIK; DANFE  DANFE42779
5127,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154171.0,154357,1,154171 / 1,8288,17287,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,108,001.0067,PEMULEN 1622 - 20KG,0000202813,5.4921,USD,60.0,60.0,0.0,56.44,3386.4,3386.4,3386.4,0.0,LUBRIZOL,Emulsionante,PEMULEN 1622,#4169E1,2024-10-26,8285/24 LUBRIZOL DANFE 17287 ROMANEIO DE RECEBIMENTO Nr. 739090
5128,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154165.0,154368,1,154165 / 1,8310,65461,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,6583,001.0351,"CARBOPOL AQUA SF-2 - 217,7KG",0000199280,5.4921,USD,217.7,217.7,0.0,4.95,1077.615,1077.615,1077.615,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF 2,#4169E1,2024-10-26,8310/24 LUBRIZOL  DANFE 65461 ROMANEIO DE RECEBIMENTO Nr. 739043
5129,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154178.0,154419,1,154178 / 1,8264,65462,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,1635,001.0047,"NOVEMER EC-1 - 113,40KG",ATCH240708,5.4921,USD,113.4,113.4,0.0,13.66,1549.044,1549.044,1549.044,0.0,LUBRIZOL,Emulsionante,NOVEMER EC 1,#4169E1,2024-10-26,8264/24 LUBRIZOL ; PLANN.MAR.05-2024 ;  DANFE 65462ROMANEIO 739045
5130,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154420.0,154434,1,154420 / 1,8288,17288,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,1633,001.0040,"CARBOPOL AQUA SF-1 - 217,70KG",0000202920,5.4921,USD,2177.0,2177.0,0.0,6.14,13366.78,13366.78,13366.78,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF 1,#4169E1,2024-10-26,8285/24 LUBRIZOL DANFE 17288 ROMANEIO DE RECEBIMENTO Nr. 739020
5131,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154380.0,154435,1,154380 / 1,8288,17289,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,1633,001.0040,"CARBOPOL AQUA SF-1 - 217,70KG",0102715575,5.4921,USD,6531.0,6531.0,0.0,6.14,40100.34,40100.34,40100.34,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF 1,#4169E1,2024-10-26,8288/24 LUBRIZOL DANFE 17289 ROMANEIO DE RECEBIMENTO Nr. 739015
5132,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154384.0,154445,1,154384 / 4,8310,17290,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,10980,001.0424,CARBOPOL 940 (P) - 22KG,0000205768,5.4921,USD,616.0,616.0,0.0,6.2,3819.2,3819.2,3819.2,0.0,LUBRIZOL,Polímeros em Pó,CBP 940 PROMOCIONAL,#4169E1,2024-10-26,8310/24 LUBRIZOL - DANFE 17290 ROMANEIO DE RECEBIMENTO Nr. 739107
5133,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154384.0,154445,5,154384 / 4,8310,17290,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,10980,001.0424,CARBOPOL 940 (P) - 22KG,0000205769,5.4921,USD,1936.0,1936.0,0.0,6.2,12003.2,12003.2,12003.2,0.0,LUBRIZOL,Polímeros em Pó,CBP 940 PROMOCIONAL,#4169E1,2024-10-26,8310/24 LUBRIZOL - DANFE 17290 ROMANEIO DE RECEBIMENTO Nr. 739107
5134,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154384.0,154445,6,154384 / 4,8310,17290,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,10980,001.0424,CARBOPOL 940 (P) - 22KG,0000205770,5.4921,USD,1936.0,1936.0,0.0,6.2,12003.2,12003.2,12003.2,0.0,LUBRIZOL,Polímeros em Pó,CBP 940 PROMOCIONAL,#4169E1,2024-10-26,8310/24 LUBRIZOL - DANFE 17290 ROMANEIO DE RECEBIMENTO Nr. 739107
5135,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154384.0,154445,7,154384 / 4,8310,17290,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,10980,001.0424,CARBOPOL 940 (P) - 22KG,0000205771,5.4921,USD,1078.0,1078.0,0.0,6.2,6683.6,6683.6,6683.6,0.0,LUBRIZOL,Polímeros em Pó,CBP 940 PROMOCIONAL,#4169E1,2024-10-26,8310/24 LUBRIZOL - DANFE 17290 ROMANEIO DE RECEBIMENTO Nr. 739107
5136,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,153871.0,154457,1,153871 / 1,8349,146489,0,2024-08-26,2024-08-26 00:00:00,2024-08-26,2024-08-26,,6684,001.0354,"CHEMCCINATE DSLS-K NAC 204,10KG",0102667298,5.5263,USD,16328.0,16328.0,0.0,0.13,2122.64,2122.64,2122.64,0.0,LUBRIZOL,Surfactantes,CHEMCCINATE DSLS K,#4169E1,2024-10-25,8349/24 LUBRIZOL; DANFE 146489 ROMANEIO DE RECEBIMENTO Nr. 738766
5137,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154254.0,154466,1,154254 / 1,8335,62589,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,9140,107.0109,COSY COCONUT - T17016310- 25KG - UN3082/CLASSE9/PGIII,5000487302,5.6528,USD,25.0,25.0,0.0,18.18,454.5,454.5,454.5,0.0,TAKASAGO FRAGRÂNCIAS,SEM FAMÍLIA,COSY COCONUT - T17016310,#4169E1,2024-09-24,8335/24 TAKASAGO - DANFE 62589 ROMANEIO DE RECEBIMENTO Nr. 739103
5138,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,154241.0,154468,1,154241 / 1,8328,62588,0,2024-08-27,2024-08-27 00:00:00,2024-08-27,2024-08-27,,9758,107.0130,JASMIM PUREZA( FLORAL WHITE FLOWERS ) - T17017248 - 25KG - UN3082/CLASSE9/PGIII,5000486930,5.4921,USD,100.0,100.0,0.0,8.4,840.0,840.0,840.0,0.0,TAKASAGO FRAGRÂNCIAS,SEM FAMÍLIA,JASMIM PUREZA - T17017248,#4169E1,2024-09-24,8328/24 TAKASAGO - DANFE 62588 ROMANEIO DE RECEBIMENTO Nr. 739102
5139,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),131117.0,154550,1,131117 / 3,8277,31670,0,2024-05-27,2024-08-29 13:35:45,2024-08-29,2024-05-27,2024-09-04,3998,089.0008,MG-60 - 24KG (RE),4A281,5.4969,USD,384.0,384.0,0.0,10.66,4093.44,4093.44,4093.44,0.0,NAGASE COSMETICOS,Ativo,MG 60,#4169E1,2024-10-28,"8277/24 NAGASE; OC: ; INVOICE:  TY240166-11, TG240312-11; B/L: TYNVT4796821 ; M/V: NYK OCEANUS.075W ; DI: 24/1850851-9 ; PROTOCOLO DI: 3278718935 ; DANFE:
TAXA SISCOMEX 192,79 II  0.0 IPI  2.537,08 PIS 10.013,86 COFINS  46.016,06 ICMS ANTECIPADO 5.579,27 PESO LIQUIDO 19324,00 CNTR MRKU825288-8"
5140,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),131117.0,154550,2,131117 / 2,8277,31670,0,2024-05-27,2024-08-29 13:35:45,2024-08-29,2024-05-27,2024-09-04,10317,089.0029,PULLULAN - 10KG (RE),3G1032,5.4969,USD,320.0,320.0,0.0,44.0,14080.0,14080.0,14080.0,0.0,NAGASE COSMETICOS,Ativo,PULLULAN,#4169E1,2024-10-28,"8277/24 NAGASE; OC: ; INVOICE:  TY240166-11, TG240312-11; B/L: TYNVT4796821 ; M/V: NYK OCEANUS.075W ; DI: 24/1850851-9 ; PROTOCOLO DI: 3278718935 ; DANFE:
TAXA SISCOMEX 192,79 II  0.0 IPI  2.537,08 PIS 10.013,86 COFINS  46.016,06 ICMS ANTECIPADO 5.579,27 PESO LIQUIDO 19324,00 CNTR MRKU825288-8"
5141,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),131117.0,154550,3,131117 / 1,8277,31670,0,2024-05-27,2024-08-29 13:35:45,2024-08-29,2024-05-27,2024-09-04,11552,089.0039,TREHA - GRAU ALIMENTICIO - 20KG (RE),24D141,5.4969,USD,7000.0,7000.0,0.0,3.32,23240.0,23240.0,23240.0,0.0,NAGASE ALIMENTICIO,Ingrediente multifuncional natural,TREHA GRAU ALIMENTÍCIO,#4169E1,2024-10-28,"8277/24 NAGASE; OC: ; INVOICE:  TY240166-11, TG240312-11; B/L: TYNVT4796821 ; M/V: NYK OCEANUS.075W ; DI: 24/1850851-9 ; PROTOCOLO DI: 3278718935 ; DANFE:
TAXA SISCOMEX 192,79 II  0.0 IPI  2.537,08 PIS 10.013,86 COFINS  46.016,06 ICMS ANTECIPADO 5.579,27 PESO LIQUIDO 19324,00 CNTR MRKU825288-8"
5142,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),131117.0,154550,4,131117 / 4,8277,31670,0,2024-05-27,2024-08-29 13:35:45,2024-08-29,2024-05-27,2024-09-04,11552,089.0039,TREHA - GRAU ALIMENTICIO - 20KG (RE),24D151,5.4969,USD,7240.0,7240.0,0.0,3.32,24036.8,24036.8,24036.8,0.0,NAGASE ALIMENTICIO,Ingrediente multifuncional natural,TREHA GRAU ALIMENTÍCIO,#4169E1,2024-10-28,"8277/24 NAGASE; OC: ; INVOICE:  TY240166-11, TG240312-11; B/L: TYNVT4796821 ; M/V: NYK OCEANUS.075W ; DI: 24/1850851-9 ; PROTOCOLO DI: 3278718935 ; DANFE:
TAXA SISCOMEX 192,79 II  0.0 IPI  2.537,08 PIS 10.013,86 COFINS  46.016,06 ICMS ANTECIPADO 5.579,27 PESO LIQUIDO 19324,00 CNTR MRKU825288-8"
5143,C-Compra,C-Compra,INTERNACIONAIS,203 - COMPRA - NFE NACIONALIZAÇÃO(DI),131117.0,154550,5,131117 / 5,8277,31670,0,2024-05-27,2024-08-29 13:35:45,2024-08-29,2024-05-27,2024-09-04,11552,089.0039,TREHA - GRAU ALIMENTICIO - 20KG (RE),24D161,5.4969,USD,4380.0,4380.0,0.0,3.32,14541.6,14541.6,14541.6,0.0,NAGASE ALIMENTICIO,Ingrediente multifuncional natural,TREHA GRAU ALIMENTÍCIO,#4169E1,2024-10-28,"8277/24 NAGASE; OC: ; INVOICE:  TY240166-11, TG240312-11; B/L: TYNVT4796821 ; M/V: NYK OCEANUS.075W ; DI: 24/1850851-9 ; PROTOCOLO DI: 3278718935 ; DANFE:
TAXA SISCOMEX 192,79 II  0.0 IPI  2.537,08 PIS 10.013,86 COFINS  46.016,06 ICMS ANTECIPADO 5.579,27 PESO LIQUIDO 19324,00 CNTR MRKU825288-8"
5144,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,1,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,10535,040.0689,HC BLUE 2 - 05KG (RE),14,5.5315,USD,5.0,0.0,5.0,123.79,618.95,618.95,0.0,618.95,J.H.LOWENSTEIN,Corante não iônico,HC BLUE 2,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5145,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,2,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,10537,040.0691,LOWACRYL BLUE 77 - 01KG - ONU 3077 /CLASSE 9 /PG III (RE),11,5.5315,USD,10.0,0.0,10.0,272.27,2722.7,2722.7,0.0,2722.7,J.H.LOWENSTEIN,Corante catiônico,LOWACRYL BLUE 77,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5146,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,3,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,2159,040.0256,LOWACRYL RED 51 - 1KG - UN3077/CLASSE 9/PG III,7,5.5315,USD,12.0,0.0,12.0,76.75,921.0,921.0,0.0,921.0,J.H.LOWENSTEIN,Corante catiônico,LOWACRYL RED 51,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5147,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,4,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,423,040.0078,LOWACRYL RED 51 - 5KG - UN3077/CLASSE 9/PG III,A98103,5.5315,USD,25.0,0.0,25.0,72.25,1806.25,1806.25,0.0,1806.25,J.H.LOWENSTEIN,Corante catiônico,LOWACRYL RED 51,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5148,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,5,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,1098,040.0125,LOWALAN BLACK 1-MP - 5KG(RE),A97790,5.5315,USD,55.0,0.0,55.0,31.06,1708.3,1708.3,0.0,1708.3,J.H.LOWENSTEIN,Corante aniônico,LOWALAN BLACK 1 MP,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5149,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,6,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,1306,040.0184,LOWALAN ORANGE 7 - 5KG(RE),14,5.5315,USD,35.0,0.0,35.0,18.1,633.5,633.5,0.0,633.5,J.H.LOWENSTEIN,Corante aniônico,LOWALAN ORANGE 7,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5150,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,7,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,4542,040.0405,LOWALAN VIOLET 43 (A05097) - 1KG (RE),A97239,5.5315,USD,25.0,0.0,25.0,58.79,1469.75,1469.75,0.0,1469.75,J.H.LOWENSTEIN,Corante aniônico,LOWALAN VIOLET 43 (A05097),,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5151,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,8,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,4543,040.0406,LOWALAN VIOLET 43 (A05097) - 5KG(RE),A97239,5.5315,USD,65.0,0.0,65.0,57.29,3723.85,3723.85,0.0,3723.85,J.H.LOWENSTEIN,Corante aniônico,LOWALAN VIOLET 43 (A05097),,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5152,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,9,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,8525,040.0550,LOWASOL SOFT BLACK EU - 1KG,L98025,5.5315,USD,18.0,0.0,18.0,81.78,1472.04,1472.04,0.0,1472.04,J.H.LOWENSTEIN,Corante não iônico,LOWASOL SOFT BLACK EU,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5153,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,10,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,1603,040.0020,RODOL 24 DAPE 25KG (RE)- UN 3077 CLASSE 9 PG III,I98142,5.5315,USD,100.0,0.0,100.0,59.62,5962.0,5962.0,0.0,5962.0,J.H.LOWENSTEIN,Corante oxidativo,RODOL 24 DAPE,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5154,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,11,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,513,040.0103,RODOL 4 BXN - 5KG(RE),I96618,5.5315,USD,5.0,0.0,5.0,158.97,794.85,794.85,0.0,794.85,J.H.LOWENSTEIN,Corante oxidativo,RODOL 4 BXN,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
5155,O-Pedido de Compra,O-Pedido de Compra,INTERNACIONAIS,111 - PO - REVENDA INT´L - DIRETA C/MOEDA,154564.0,154564,12,,8355,8355,48,2024-10-15,,2025-01-07,2024-10-15,2025-01-07,1856,040.0193,RODOL 6CP - 1KG(RE),I97193,5.5315,USD,8.0,0.0,8.0,165.56,1324.48,1324.48,0.0,1324.48,J.H.LOWENSTEIN,Corante oxidativo,RODOL 6CP,,2024-10-16,8355/24 LOWENSTEIN USA ; OC: A44119 ; INVOICE: A37316 ; B/L:  ; M/V: MSC PETRA V.UA444A ; DI:  ; PROTOCOLO: ; DANFE:
